DataGroup	Sample	Seq	GenName	Accession	ID	value	Compound	BACGroup	TotalReads	norm
Bac10	Bichat9	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Cholate	Acid	17058e3	0.0
Bac10	Bichat9	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Deoxycholate (SDC)	Acid	17058e3	0.0
Bac10	BichatK1	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.26877256316956954	Rhodamine 6G	Xanthene	16705789.0	0.016088588403072104
Bac10	BichatK1	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.26877256316956954	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	16705789.0	0.016088588403072104
Bac10	BichatK1	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.26877256316956954	Ethidium Bromide	Phenanthridine	16705789.0	0.016088588403072104
Bac10	BichatK1	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.26877256316956954	Sodium Cholate	Acid	16705789.0	0.016088588403072104
Bac10	BichatK1	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.26877256316956954	Sodium Deoxycholate (SDC)	Acid	16705789.0	0.016088588403072104
Bac10	BichatK10	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Rhodamine 6G	Xanthene	34798281.0	0.0
Bac10	BichatK10	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	34798281.0	0.0
Bac10	BichatK10	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Ethidium Bromide	Phenanthridine	34798281.0	0.0
Bac10	BichatK10	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Cholate	Acid	34798281.0	0.0
Bac10	BichatK10	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Deoxycholate (SDC)	Acid	34798281.0	0.0
Bac10	BichatK11	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.419864403303059	Rhodamine 6G	Xanthene	35901508.0	0.011694896027850947
Bac10	BichatK11	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.419864403303059	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	35901508.0	0.011694896027850947
Bac10	BichatK11	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.419864403303059	Ethidium Bromide	Phenanthridine	35901508.0	0.011694896027850947
Bac10	BichatK11	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.419864403303059	Sodium Cholate	Acid	35901508.0	0.011694896027850947
Bac10	BichatK11	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.419864403303059	Sodium Deoxycholate (SDC)	Acid	35901508.0	0.011694896027850947
Bac10	BichatK13	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Rhodamine 6G	Xanthene	26283052.0	0.0
Bac10	BichatK13	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	26283052.0	0.0
Bac10	BichatK13	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Ethidium Bromide	Phenanthridine	26283052.0	0.0
Bac10	BichatK13	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Cholate	Acid	26283052.0	0.0
Bac10	BichatK13	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Deoxycholate (SDC)	Acid	26283052.0	0.0
Bac10	BichatK2	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.9166155337426753	Rhodamine 6G	Xanthene	33589838.0	0.02728847735861886
Bac10	BichatK2	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.9166155337426753	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	33589838.0	0.02728847735861886
Bac10	BichatK2	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.9166155337426753	Ethidium Bromide	Phenanthridine	33589838.0	0.02728847735861886
Bac10	BichatK2	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.9166155337426753	Sodium Cholate	Acid	33589838.0	0.02728847735861886
Bac10	BichatK2	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.9166155337426753	Sodium Deoxycholate (SDC)	Acid	33589838.0	0.02728847735861886
Bac10	BichatK3	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Rhodamine 6G	Xanthene	17276637.0	0.0
Bac10	BichatK3	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	17276637.0	0.0
Bac10	BichatK3	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Ethidium Bromide	Phenanthridine	17276637.0	0.0
Bac10	BichatK3	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Cholate	Acid	17276637.0	0.0
Bac10	BichatK3	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Deoxycholate (SDC)	Acid	17276637.0	0.0
Bac10	BichatK6	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.01671163886590396	Rhodamine 6G	Xanthene	19191320.0	8.707915279357523e-4
Bac10	BichatK6	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.01671163886590396	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	19191320.0	8.707915279357523e-4
Bac10	BichatK6	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.01671163886590396	Ethidium Bromide	Phenanthridine	19191320.0	8.707915279357523e-4
Bac10	BichatK6	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.01671163886590396	Sodium Cholate	Acid	19191320.0	8.707915279357523e-4
Bac10	BichatK6	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.01671163886590396	Sodium Deoxycholate (SDC)	Acid	19191320.0	8.707915279357523e-4
Bac10	BichatK7	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Rhodamine 6G	Xanthene	28530922.0	0.0
Bac10	BichatK7	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	28530922.0	0.0
Bac10	BichatK7	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Ethidium Bromide	Phenanthridine	28530922.0	0.0
Bac10	BichatK7	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Cholate	Acid	28530922.0	0.0
Bac10	BichatK7	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Deoxycholate (SDC)	Acid	28530922.0	0.0
Bac10	BichatK9	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Rhodamine 6G	Xanthene	18038257.0	0.0
Bac10	BichatK9	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	18038257.0	0.0
Bac10	BichatK9	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Ethidium Bromide	Phenanthridine	18038257.0	0.0
Bac10	BichatK9	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Cholate	Acid	18038257.0	0.0
Bac10	BichatK9	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Deoxycholate (SDC)	Acid	18038257.0	0.0
Bac10	postF266	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.022868690780211125	Rhodamine 6G	Xanthene	14024345.0	0.0016306423423133932
Bac10	postF266	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.022868690780211125	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	14024345.0	0.0016306423423133932
Bac10	postF266	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.022868690780211125	Ethidium Bromide	Phenanthridine	14024345.0	0.0016306423423133932
Bac10	postF266	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.022868690780211125	Sodium Cholate	Acid	14024345.0	0.0016306423423133932
Bac10	postF266	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.022868690780211125	Sodium Deoxycholate (SDC)	Acid	14024345.0	0.0016306423423133932
Bac10	postPIG20	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.14263429724330903	Rhodamine 6G	Xanthene	22485364.0	0.006343428429413419
Bac10	postPIG20	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.14263429724330903	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	22485364.0	0.006343428429413419
Bac10	postPIG20	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.14263429724330903	Ethidium Bromide	Phenanthridine	22485364.0	0.006343428429413419
Bac10	postPIG20	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.14263429724330903	Sodium Cholate	Acid	22485364.0	0.006343428429413419
Bac10	postPIG20	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.14263429724330903	Sodium Deoxycholate (SDC)	Acid	22485364.0	0.006343428429413419
Bac10	postPIG26	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.04071045752525852	Rhodamine 6G	Xanthene	15756070.0	0.0025837951675296263
Bac10	postPIG26	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.04071045752525852	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	15756070.0	0.0025837951675296263
Bac10	postPIG26	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.04071045752525852	Ethidium Bromide	Phenanthridine	15756070.0	0.0025837951675296263
Bac10	postPIG26	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.04071045752525852	Sodium Cholate	Acid	15756070.0	0.0025837951675296263
Bac10	postPIG26	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.04071045752525852	Sodium Deoxycholate (SDC)	Acid	15756070.0	0.0025837951675296263
Bac10	postPIG29	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.12230027598541023	Rhodamine 6G	Xanthene	26223850.0	0.004663704070356192
Bac10	postPIG29	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.12230027598541023	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	26223850.0	0.004663704070356192
Bac10	postPIG29	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.12230027598541023	Ethidium Bromide	Phenanthridine	26223850.0	0.004663704070356192
Bac10	postPIG29	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.12230027598541023	Sodium Cholate	Acid	26223850.0	0.004663704070356192
Bac10	postPIG29	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.12230027598541023	Sodium Deoxycholate (SDC)	Acid	26223850.0	0.004663704070356192
Bac10	postPIG31	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Rhodamine 6G	Xanthene	18055019.0	0.0
Bac10	postPIG31	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	18055019.0	0.0
Bac10	postPIG31	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Ethidium Bromide	Phenanthridine	18055019.0	0.0
Bac10	postPIG31	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Cholate	Acid	18055019.0	0.0
Bac10	postPIG31	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Deoxycholate (SDC)	Acid	18055019.0	0.0
Bac10	postPIG528	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.04626550261582716	Rhodamine 6G	Xanthene	13864257.0	0.003337034405509589
Bac10	postPIG528	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.04626550261582716	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	13864257.0	0.003337034405509589
Bac10	postPIG528	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.04626550261582716	Ethidium Bromide	Phenanthridine	13864257.0	0.003337034405509589
Bac10	postPIG528	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.04626550261582716	Sodium Cholate	Acid	13864257.0	0.003337034405509589
Bac10	postPIG528	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.04626550261582716	Sodium Deoxycholate (SDC)	Acid	13864257.0	0.003337034405509589
Bac10	postPIG94	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Rhodamine 6G	Xanthene	15351408.0	0.0
Bac10	postPIG94	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	15351408.0	0.0
Bac10	postPIG94	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Ethidium Bromide	Phenanthridine	15351408.0	0.0
Bac10	postPIG94	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Cholate	Acid	15351408.0	0.0
Bac10	postPIG94	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Deoxycholate (SDC)	Acid	15351408.0	0.0
Bac10	postPIG96	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Rhodamine 6G	Xanthene	12225935.0	0.0
Bac10	postPIG96	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	12225935.0	0.0
Bac10	postPIG96	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Ethidium Bromide	Phenanthridine	12225935.0	0.0
Bac10	postPIG96	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Cholate	Acid	12225935.0	0.0
Bac10	postPIG96	SeqCap	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Deoxycholate (SDC)	Acid	12225935.0	0.0
Bac10	preF266	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Rhodamine 6G	Xanthene	19557955.0	0.0
Bac10	preF266	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	19557955.0	0.0
Bac10	preF266	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Ethidium Bromide	Phenanthridine	19557955.0	0.0
Bac10	preF266	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Cholate	Acid	19557955.0	0.0
Bac10	preF266	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Deoxycholate (SDC)	Acid	19557955.0	0.0
Bac10	prePIG20	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Rhodamine 6G	Xanthene	27375311.0	0.0
Bac10	prePIG20	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	27375311.0	0.0
Bac10	prePIG20	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Ethidium Bromide	Phenanthridine	27375311.0	0.0
Bac10	prePIG20	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Cholate	Acid	27375311.0	0.0
Bac10	prePIG20	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Deoxycholate (SDC)	Acid	27375311.0	0.0
Bac10	prePIG26	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Rhodamine 6G	Xanthene	13831057.0	0.0
Bac10	prePIG26	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	13831057.0	0.0
Bac10	prePIG26	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Ethidium Bromide	Phenanthridine	13831057.0	0.0
Bac10	prePIG26	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Cholate	Acid	13831057.0	0.0
Bac10	prePIG26	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Sodium Deoxycholate (SDC)	Acid	13831057.0	0.0
Bac10	prePIG29	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Rhodamine 6G	Xanthene	18945765.0	0.0
Bac10	prePIG29	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Tetraphenylphosphonium (TPP)	Quaternary Ammonium Compounds (QACs)	18945765.0	0.0
Bac10	prePIG29	Conventional	kexD	A6TA71	A6TA71_KLEP7	0.0	Ethidium Bromide	Phenanthridine	18945765.0	0.0
